Iteracions,Seed,k,Lambda,Beneficis
3,850239024,10,1.0,56
3,850239024,10,1.0,81
3,850239024,10,1.0,69
3,850239024,10,1.0,83
3,850239024,10,1.0,71
3,850239024,10,1.0,71
3,850239024,10,1.0,76
3,850239024,10,1.0,84
3,850239024,10,1.0,82
3,850239024,10,1.0,75
3,850239024,10,1.0,66
3,850239024,10,1.0,76
3,850239024,10,1.0,63
3,850239024,10,1.0,49
3,850239024,10,1.0,56
3,850239024,10,1.0,66
3,850239024,10,1.0,63
3,850239024,10,1.0,71
3,850239024,10,1.0,73
3,850239024,10,1.0,68
3,850239024,10,1.0,72
3,850239024,10,1.0,82
3,850239024,10,1.0,66
3,850239024,10,1.0,53
3,850239024,10,1.0,76
3,850239024,10,1.0,73
3,850239024,10,1.0,84
3,850239024,10,1.0,88
3,850239024,10,1.0,68
3,850239024,10,1.0,51
3,850239024,10,1.0,53
3,850239024,10,1.0,60
3,850239024,10,1.0,67
3,850239024,10,1.0,80
3,850239024,10,1.0,54
3,850239024,10,1.0,69
3,850239024,10,1.0,65
3,850239024,10,1.0,71
3,850239024,10,1.0,80
3,850239024,10,1.0,74
3,850239024,10,1.0,61
3,850239024,10,1.0,85
3,850239024,10,1.0,79
3,850239024,10,1.0,72
3,850239024,10,1.0,64
3,850239024,10,1.0,75
3,850239024,10,1.0,65
3,850239024,10,1.0,69
3,850239024,10,1.0,67
3,850239024,10,1.0,56
3,850239024,10,1.0,81
3,850239024,10,1.0,66
3,850239024,10,1.0,79
3,850239024,10,1.0,66
3,850239024,10,1.0,63
3,850239024,10,1.0,64
4,1446717255,10,1.0,49
4,1446717255,10,1.0,43
4,1446717255,10,1.0,51
4,1446717255,10,1.0,37
4,1446717255,10,1.0,66
4,1446717255,10,1.0,60
4,1446717255,10,1.0,54
4,1446717255,10,1.0,49
4,1446717255,10,1.0,41
4,1446717255,10,1.0,62
4,1446717255,10,1.0,45
4,1446717255,10,1.0,66
4,1446717255,10,1.0,86
4,1446717255,10,1.0,63
4,1446717255,10,1.0,62
4,1446717255,10,1.0,41
4,1446717255,10,1.0,39
4,1446717255,10,1.0,62
4,1446717255,10,1.0,41
4,1446717255,10,1.0,43
4,1446717255,10,1.0,36
4,1446717255,10,1.0,55
4,1446717255,10,1.0,63
4,1446717255,10,1.0,59
4,1446717255,10,1.0,72
4,1446717255,10,1.0,41
4,1446717255,10,1.0,62
4,1446717255,10,1.0,71
4,1446717255,10,1.0,63
4,1446717255,10,1.0,72
4,1446717255,10,1.0,78
4,1446717255,10,1.0,51
4,1446717255,10,1.0,58
4,1446717255,10,1.0,54
4,1446717255,10,1.0,83
4,1446717255,10,1.0,48
4,1446717255,10,1.0,29
4,1446717255,10,1.0,63
4,1446717255,10,1.0,49
4,1446717255,10,1.0,57
4,1446717255,10,1.0,42
4,1446717255,10,1.0,28
4,1446717255,10,1.0,60
4,1446717255,10,1.0,54
4,1446717255,10,1.0,68
4,1446717255,10,1.0,50
4,1446717255,10,1.0,56
4,1446717255,10,1.0,48
4,1446717255,10,1.0,67
4,1446717255,10,1.0,49
4,1446717255,10,1.0,40
4,1446717255,10,1.0,49
4,1446717255,10,1.0,48
4,1446717255,10,1.0,58
4,1446717255,10,1.0,59
4,1446717255,10,1.0,41
4,1446717255,10,1.0,72
4,1446717255,10,1.0,54
4,1446717255,10,1.0,28
4,1446717255,10,1.0,74
4,1446717255,10,1.0,48
4,1446717255,10,1.0,47
4,1446717255,10,1.0,61
4,1446717255,10,1.0,38
4,1446717255,10,1.0,78
4,1446717255,10,1.0,79
4,1446717255,10,1.0,41
4,1446717255,10,1.0,54
4,1446717255,10,1.0,66
4,1446717255,10,1.0,48
4,1446717255,10,1.0,68
4,1446717255,10,1.0,41
4,1446717255,10,1.0,41
4,1446717255,10,1.0,41
4,1446717255,10,1.0,51
4,1446717255,10,1.0,57
4,1446717255,10,1.0,84
4,1446717255,10,1.0,53
4,1446717255,10,1.0,47
4,1446717255,10,1.0,41
4,1446717255,10,1.0,54
4,1446717255,10,1.0,53
4,1446717255,10,1.0,51
4,1446717255,10,1.0,38
4,1446717255,10,1.0,66
4,1446717255,10,1.0,76
4,1446717255,10,1.0,48
4,1446717255,10,1.0,62
4,1446717255,10,1.0,46
4,1446717255,10,1.0,26
4,1446717255,10,1.0,48
4,1446717255,10,1.0,47
4,1446717255,10,1.0,72
4,1446717255,10,1.0,98
4,1446717255,10,1.0,76
4,1446717255,10,1.0,64
4,1446717255,10,1.0,69
4,1446717255,10,1.0,55
4,1446717255,10,1.0,41
4,1446717255,10,1.0,57
5,-999956991,10,1.0,91
5,-999956991,10,1.0,119
5,-999956991,10,1.0,101
5,-999956991,10,1.0,93
5,-999956991,10,1.0,105
5,-999956991,10,1.0,116
5,-999956991,10,1.0,93
5,-999956991,10,1.0,93
5,-999956991,10,1.0,94
5,-999956991,10,1.0,82
5,-999956991,10,1.0,89
5,-999956991,10,1.0,93
5,-999956991,10,1.0,102
5,-999956991,10,1.0,132
5,-999956991,10,1.0,99
5,-999956991,10,1.0,107
5,-999956991,10,1.0,88
5,-999956991,10,1.0,81
5,-999956991,10,1.0,94
5,-999956991,10,1.0,76
5,-999956991,10,1.0,93
5,-999956991,10,1.0,92
5,-999956991,10,1.0,100
5,-999956991,10,1.0,97
5,-999956991,10,1.0,98
5,-999956991,10,1.0,94
5,-999956991,10,1.0,100
5,-999956991,10,1.0,92
5,-999956991,10,1.0,114
5,-999956991,10,1.0,101
5,-999956991,10,1.0,126
5,-999956991,10,1.0,93
5,-999956991,10,1.0,90
5,-999956991,10,1.0,104
5,-999956991,10,1.0,80
5,-999956991,10,1.0,94
5,-999956991,10,1.0,95
5,-999956991,10,1.0,103
5,-999956991,10,1.0,107
5,-999956991,10,1.0,89
5,-999956991,10,1.0,127
5,-999956991,10,1.0,121
5,-999956991,10,1.0,97
5,-999956991,10,1.0,81
5,-999956991,10,1.0,111
5,-999956991,10,1.0,92
5,-999956991,10,1.0,93
5,-999956991,10,1.0,107
5,-999956991,10,1.0,89
5,-999956991,10,1.0,94
5,-999956991,10,1.0,118
5,-999956991,10,1.0,89
5,-999956991,10,1.0,99
5,-999956991,10,1.0,123
5,-999956991,10,1.0,99
5,-999956991,10,1.0,95
5,-999956991,10,1.0,115
5,-999956991,10,1.0,94
5,-999956991,10,1.0,118
5,-999956991,10,1.0,93
5,-999956991,10,1.0,105
5,-999956991,10,1.0,99
5,-999956991,10,1.0,89
5,-999956991,10,1.0,110
5,-999956991,10,1.0,93
5,-999956991,10,1.0,107
5,-999956991,10,1.0,96
5,-999956991,10,1.0,111
5,-999956991,10,1.0,81
5,-999956991,10,1.0,80
5,-999956991,10,1.0,94
5,-999956991,10,1.0,114
5,-999956991,10,1.0,142
5,-999956991,10,1.0,111
5,-999956991,10,1.0,122
5,-999956991,10,1.0,81
5,-999956991,10,1.0,113
5,-999956991,10,1.0,101
5,-999956991,10,1.0,102
5,-999956991,10,1.0,100
5,-999956991,10,1.0,78
5,-999956991,10,1.0,112
5,-999956991,10,1.0,81
5,-999956991,10,1.0,87
5,-999956991,10,1.0,89
5,-999956991,10,1.0,93
5,-999956991,10,1.0,94
5,-999956991,10,1.0,116
5,-999956991,10,1.0,106
5,-999956991,10,1.0,92
5,-999956991,10,1.0,116
5,-999956991,10,1.0,93
5,-999956991,10,1.0,93
5,-999956991,10,1.0,103
5,-999956991,10,1.0,114
5,-999956991,10,1.0,93
5,-999956991,10,1.0,89
5,-999956991,10,1.0,100
5,-999956991,10,1.0,92
5,-999956991,10,1.0,80
6,-1025625800,10,1.0,86
6,-1025625800,10,1.0,88
6,-1025625800,10,1.0,79
6,-1025625800,10,1.0,81
6,-1025625800,10,1.0,94
6,-1025625800,10,1.0,104
6,-1025625800,10,1.0,82
6,-1025625800,10,1.0,73
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,82
6,-1025625800,10,1.0,85
6,-1025625800,10,1.0,79
6,-1025625800,10,1.0,84
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,80
6,-1025625800,10,1.0,88
6,-1025625800,10,1.0,103
6,-1025625800,10,1.0,80
6,-1025625800,10,1.0,73
6,-1025625800,10,1.0,78
6,-1025625800,10,1.0,72
6,-1025625800,10,1.0,89
6,-1025625800,10,1.0,102
6,-1025625800,10,1.0,81
6,-1025625800,10,1.0,84
6,-1025625800,10,1.0,96
6,-1025625800,10,1.0,79
6,-1025625800,10,1.0,81
6,-1025625800,10,1.0,88
6,-1025625800,10,1.0,81
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,90
6,-1025625800,10,1.0,84
6,-1025625800,10,1.0,89
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,84
6,-1025625800,10,1.0,84
6,-1025625800,10,1.0,78
6,-1025625800,10,1.0,85
6,-1025625800,10,1.0,99
6,-1025625800,10,1.0,90
6,-1025625800,10,1.0,84
6,-1025625800,10,1.0,90
6,-1025625800,10,1.0,89
6,-1025625800,10,1.0,93
6,-1025625800,10,1.0,92
6,-1025625800,10,1.0,96
6,-1025625800,10,1.0,94
6,-1025625800,10,1.0,93
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,72
6,-1025625800,10,1.0,88
6,-1025625800,10,1.0,82
6,-1025625800,10,1.0,74
6,-1025625800,10,1.0,78
6,-1025625800,10,1.0,88
6,-1025625800,10,1.0,85
6,-1025625800,10,1.0,95
6,-1025625800,10,1.0,70
6,-1025625800,10,1.0,80
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,84
6,-1025625800,10,1.0,102
6,-1025625800,10,1.0,91
6,-1025625800,10,1.0,82
6,-1025625800,10,1.0,81
6,-1025625800,10,1.0,86
6,-1025625800,10,1.0,88
6,-1025625800,10,1.0,90
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,75
6,-1025625800,10,1.0,92
6,-1025625800,10,1.0,91
6,-1025625800,10,1.0,86
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,81
6,-1025625800,10,1.0,85
6,-1025625800,10,1.0,91
6,-1025625800,10,1.0,81
6,-1025625800,10,1.0,104
6,-1025625800,10,1.0,92
6,-1025625800,10,1.0,76
6,-1025625800,10,1.0,79
6,-1025625800,10,1.0,78
6,-1025625800,10,1.0,78
6,-1025625800,10,1.0,78
6,-1025625800,10,1.0,94
6,-1025625800,10,1.0,71
6,-1025625800,10,1.0,94
6,-1025625800,10,1.0,80
6,-1025625800,10,1.0,83
6,-1025625800,10,1.0,80
6,-1025625800,10,1.0,62
6,-1025625800,10,1.0,74
6,-1025625800,10,1.0,80
6,-1025625800,10,1.0,82
6,-1025625800,10,1.0,80
6,-1025625800,10,1.0,76
6,-1025625800,10,1.0,81
6,-1025625800,10,1.0,80
7,1306191551,10,1.0,94
7,1306191551,10,1.0,78
7,1306191551,10,1.0,98
7,1306191551,10,1.0,84
7,1306191551,10,1.0,102
7,1306191551,10,1.0,94
7,1306191551,10,1.0,85
7,1306191551,10,1.0,96
7,1306191551,10,1.0,95
7,1306191551,10,1.0,117
7,1306191551,10,1.0,84
7,1306191551,10,1.0,100
7,1306191551,10,1.0,85
7,1306191551,10,1.0,105
7,1306191551,10,1.0,96
7,1306191551,10,1.0,73
7,1306191551,10,1.0,73
7,1306191551,10,1.0,107
7,1306191551,10,1.0,95
7,1306191551,10,1.0,137
7,1306191551,10,1.0,96
7,1306191551,10,1.0,88
7,1306191551,10,1.0,102
7,1306191551,10,1.0,70
7,1306191551,10,1.0,126
7,1306191551,10,1.0,77
7,1306191551,10,1.0,99
7,1306191551,10,1.0,94
7,1306191551,10,1.0,114
7,1306191551,10,1.0,107
7,1306191551,10,1.0,106
7,1306191551,10,1.0,98
7,1306191551,10,1.0,116
7,1306191551,10,1.0,98
7,1306191551,10,1.0,104
7,1306191551,10,1.0,76
7,1306191551,10,1.0,107
7,1306191551,10,1.0,130
7,1306191551,10,1.0,100
7,1306191551,10,1.0,86
7,1306191551,10,1.0,84
7,1306191551,10,1.0,84
7,1306191551,10,1.0,84
7,1306191551,10,1.0,97
7,1306191551,10,1.0,84
7,1306191551,10,1.0,119
7,1306191551,10,1.0,98
7,1306191551,10,1.0,87
7,1306191551,10,1.0,98
7,1306191551,10,1.0,73
7,1306191551,10,1.0,115
7,1306191551,10,1.0,84
7,1306191551,10,1.0,73
7,1306191551,10,1.0,73
7,1306191551,10,1.0,90
7,1306191551,10,1.0,73
7,1306191551,10,1.0,79
7,1306191551,10,1.0,92
7,1306191551,10,1.0,92
7,1306191551,10,1.0,120
7,1306191551,10,1.0,99
7,1306191551,10,1.0,90
7,1306191551,10,1.0,55
7,1306191551,10,1.0,94
7,1306191551,10,1.0,80
7,1306191551,10,1.0,99
7,1306191551,10,1.0,84
7,1306191551,10,1.0,100
7,1306191551,10,1.0,116
7,1306191551,10,1.0,87
7,1306191551,10,1.0,103
7,1306191551,10,1.0,109
7,1306191551,10,1.0,106
7,1306191551,10,1.0,99
7,1306191551,10,1.0,88
7,1306191551,10,1.0,95
7,1306191551,10,1.0,112
7,1306191551,10,1.0,128
7,1306191551,10,1.0,110
7,1306191551,10,1.0,73
7,1306191551,10,1.0,109
7,1306191551,10,1.0,75
7,1306191551,10,1.0,81
7,1306191551,10,1.0,104
7,1306191551,10,1.0,73
7,1306191551,10,1.0,155
7,1306191551,10,1.0,84
7,1306191551,10,1.0,99
7,1306191551,10,1.0,106
7,1306191551,10,1.0,98
7,1306191551,10,1.0,97
7,1306191551,10,1.0,71
7,1306191551,10,1.0,96
7,1306191551,10,1.0,105
7,1306191551,10,1.0,99
7,1306191551,10,1.0,108
7,1306191551,10,1.0,115
7,1306191551,10,1.0,85
7,1306191551,10,1.0,85
7,1306191551,10,1.0,106
8,1729718633,10,1.0,86
8,1729718633,10,1.0,80
8,1729718633,10,1.0,84
8,1729718633,10,1.0,83
8,1729718633,10,1.0,74
8,1729718633,10,1.0,74
8,1729718633,10,1.0,75
8,1729718633,10,1.0,80
8,1729718633,10,1.0,85
8,1729718633,10,1.0,80
8,1729718633,10,1.0,98
8,1729718633,10,1.0,71
8,1729718633,10,1.0,89
8,1729718633,10,1.0,114
8,1729718633,10,1.0,93
8,1729718633,10,1.0,81
8,1729718633,10,1.0,82
8,1729718633,10,1.0,108
8,1729718633,10,1.0,63
8,1729718633,10,1.0,102
8,1729718633,10,1.0,63
8,1729718633,10,1.0,91
8,1729718633,10,1.0,82
8,1729718633,10,1.0,101
8,1729718633,10,1.0,74
8,1729718633,10,1.0,74
8,1729718633,10,1.0,102
8,1729718633,10,1.0,98
8,1729718633,10,1.0,80
8,1729718633,10,1.0,83
8,1729718633,10,1.0,108
8,1729718633,10,1.0,108
8,1729718633,10,1.0,95
8,1729718633,10,1.0,101
8,1729718633,10,1.0,73
8,1729718633,10,1.0,109
8,1729718633,10,1.0,71
8,1729718633,10,1.0,92
8,1729718633,10,1.0,83
8,1729718633,10,1.0,87
8,1729718633,10,1.0,89
8,1729718633,10,1.0,113
8,1729718633,10,1.0,74
8,1729718633,10,1.0,91
8,1729718633,10,1.0,88
8,1729718633,10,1.0,92
8,1729718633,10,1.0,62
8,1729718633,10,1.0,74
8,1729718633,10,1.0,113
8,1729718633,10,1.0,88
8,1729718633,10,1.0,104
8,1729718633,10,1.0,84
8,1729718633,10,1.0,96
8,1729718633,10,1.0,100
8,1729718633,10,1.0,79
8,1729718633,10,1.0,106
8,1729718633,10,1.0,81
8,1729718633,10,1.0,71
8,1729718633,10,1.0,74
8,1729718633,10,1.0,124
8,1729718633,10,1.0,96
8,1729718633,10,1.0,83
8,1729718633,10,1.0,98
8,1729718633,10,1.0,120
8,1729718633,10,1.0,83
8,1729718633,10,1.0,70
8,1729718633,10,1.0,82
8,1729718633,10,1.0,86
8,1729718633,10,1.0,91
8,1729718633,10,1.0,74
8,1729718633,10,1.0,94
8,1729718633,10,1.0,82
8,1729718633,10,1.0,112
8,1729718633,10,1.0,111
8,1729718633,10,1.0,69
8,1729718633,10,1.0,77
8,1729718633,10,1.0,90
8,1729718633,10,1.0,100
8,1729718633,10,1.0,123
8,1729718633,10,1.0,83
8,1729718633,10,1.0,98
8,1729718633,10,1.0,73
8,1729718633,10,1.0,84
8,1729718633,10,1.0,80
8,1729718633,10,1.0,84
8,1729718633,10,1.0,99
8,1729718633,10,1.0,83
8,1729718633,10,1.0,106
8,1729718633,10,1.0,90
8,1729718633,10,1.0,80
8,1729718633,10,1.0,103
8,1729718633,10,1.0,110
8,1729718633,10,1.0,83
8,1729718633,10,1.0,74
8,1729718633,10,1.0,113
8,1729718633,10,1.0,80
8,1729718633,10,1.0,74
8,1729718633,10,1.0,83
8,1729718633,10,1.0,90
8,1729718633,10,1.0,82
9,598724492,10,1.0,71
9,598724492,10,1.0,71
9,598724492,10,1.0,72
9,598724492,10,1.0,63
9,598724492,10,1.0,68
9,598724492,10,1.0,72
9,598724492,10,1.0,74
9,598724492,10,1.0,64
9,598724492,10,1.0,72
9,598724492,10,1.0,71
9,598724492,10,1.0,71
9,598724492,10,1.0,73
9,598724492,10,1.0,66
9,598724492,10,1.0,64
9,598724492,10,1.0,66
9,598724492,10,1.0,69
9,598724492,10,1.0,71
9,598724492,10,1.0,68
9,598724492,10,1.0,66
9,598724492,10,1.0,70
9,598724492,10,1.0,72
9,598724492,10,1.0,71
9,598724492,10,1.0,69
9,598724492,10,1.0,70
9,598724492,10,1.0,74
9,598724492,10,1.0,69
9,598724492,10,1.0,71
9,598724492,10,1.0,66
9,598724492,10,1.0,72
9,598724492,10,1.0,65
9,598724492,10,1.0,71
9,598724492,10,1.0,67
9,598724492,10,1.0,74
9,598724492,10,1.0,72
9,598724492,10,1.0,64
9,598724492,10,1.0,67
9,598724492,10,1.0,65
9,598724492,10,1.0,67
9,598724492,10,1.0,72
9,598724492,10,1.0,72
9,598724492,10,1.0,71
9,598724492,10,1.0,66
9,598724492,10,1.0,64
9,598724492,10,1.0,66
9,598724492,10,1.0,68
9,598724492,10,1.0,70
9,598724492,10,1.0,64
9,598724492,10,1.0,71
9,598724492,10,1.0,72
9,598724492,10,1.0,72
9,598724492,10,1.0,69
9,598724492,10,1.0,71
9,598724492,10,1.0,66
9,598724492,10,1.0,69
9,598724492,10,1.0,73
9,598724492,10,1.0,71
9,598724492,10,1.0,72
9,598724492,10,1.0,74
9,598724492,10,1.0,68
9,598724492,10,1.0,74
9,598724492,10,1.0,67
9,598724492,10,1.0,73
9,598724492,10,1.0,69
9,598724492,10,1.0,70
9,598724492,10,1.0,73
9,598724492,10,1.0,68
9,598724492,10,1.0,71
9,598724492,10,1.0,71
9,598724492,10,1.0,72
9,598724492,10,1.0,74
9,598724492,10,1.0,74
9,598724492,10,1.0,70
9,598724492,10,1.0,74
9,598724492,10,1.0,67
9,598724492,10,1.0,72
9,598724492,10,1.0,67
9,598724492,10,1.0,72
9,598724492,10,1.0,67
9,598724492,10,1.0,69
9,598724492,10,1.0,74
9,598724492,10,1.0,74
9,598724492,10,1.0,64
9,598724492,10,1.0,71
9,598724492,10,1.0,65
9,598724492,10,1.0,72
9,598724492,10,1.0,69
9,598724492,10,1.0,71
9,598724492,10,1.0,68
9,598724492,10,1.0,65
9,598724492,10,1.0,67
9,598724492,10,1.0,71
9,598724492,10,1.0,74
9,598724492,10,1.0,66
9,598724492,10,1.0,73
9,598724492,10,1.0,71
9,598724492,10,1.0,69
9,598724492,10,1.0,74
9,598724492,10,1.0,69
9,598724492,10,1.0,68
9,598724492,10,1.0,72
10,-1627762610,10,1.0,67
10,-1627762610,10,1.0,99
10,-1627762610,10,1.0,71
10,-1627762610,10,1.0,92
10,-1627762610,10,1.0,108
10,-1627762610,10,1.0,71
10,-1627762610,10,1.0,70
10,-1627762610,10,1.0,92
10,-1627762610,10,1.0,108
10,-1627762610,10,1.0,72
10,-1627762610,10,1.0,73
10,-1627762610,10,1.0,96
10,-1627762610,10,1.0,72
10,-1627762610,10,1.0,106
10,-1627762610,10,1.0,78
10,-1627762610,10,1.0,97
10,-1627762610,10,1.0,80
10,-1627762610,10,1.0,71
10,-1627762610,10,1.0,80
10,-1627762610,10,1.0,89
10,-1627762610,10,1.0,88
10,-1627762610,10,1.0,80
10,-1627762610,10,1.0,71
10,-1627762610,10,1.0,71
10,-1627762610,10,1.0,74
10,-1627762610,10,1.0,68
10,-1627762610,10,1.0,78
10,-1627762610,10,1.0,81
10,-1627762610,10,1.0,72
10,-1627762610,10,1.0,70
10,-1627762610,10,1.0,72
10,-1627762610,10,1.0,74
10,-1627762610,10,1.0,80
10,-1627762610,10,1.0,85
10,-1627762610,10,1.0,84
10,-1627762610,10,1.0,77
10,-1627762610,10,1.0,83
10,-1627762610,10,1.0,80
10,-1627762610,10,1.0,71
10,-1627762610,10,1.0,73
